services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method
parcel,2024-07-21,23:30:09.627163,completed,Billekahalli Commons,Nagasandra Place,112,RD4267109962686916,11.93,104.71,6.82,111.53,Amazon Pay
bike,2024-07-08,22:51:53.627163,completed,Kaggalipura Dam,Amruthahalli 1st Block,68,RD7125558611341487,43.8,864.81,35.69,900.5,QR scan
bike,2024-08-12,13:48:58.627163,completed,Vidyaranyapura Court,Naganathapura Layout,36,RD4916419091564141,27.37,610.67,13.37,624.04,GPay
cab economy,2024-08-02,00:26:11.627163,completed,Chikkalasandra Township,Hebbal Kempapura 5th Stage,118,RD3460671751407472,27.33,156.42,26.4,182.82,Amazon Pay
parcel,2024-07-19,15:22:03.627163,completed,Yelahanka Mews,JP Nagar Run,119,RD8764078254645795,11.54,415.44,5.09,420.53,GPay
auto,2024-06-18,03:51:38.627163,completed,Bikasipura Park,Sanjay Nagar Sector,32,RD4996739366830463,39.23,478.94,48.88,527.82,GPay
cab economy,2024-06-24,21:05:58.627163,completed,Sadashiva Nagar 1st Block,Kasavanahalli Square,59,RD7486650152558990,35.88,466.72,11.69,478.41,GPay
bike,2024-07-24,08:11:10.627163,completed,Doddakannelli Zone,Koramangala 4th Block Arc,38,RD0993477774203278,12.45,151.12,41.78,192.9,GPay
bike,2024-08-10,17:49:21.627163,completed,Mysore Road Cove,Devarachikkanahalli Colony,56,RD1874023376395676,20.19,68.97,44.99,113.96000000000001,GPay
auto,2024-06-19,18:55:54.627163,completed,Avalahalli Woods,Horamavu Agara Court,74,RD7525283321967920,5.35,617.51,8.23,625.74,QR scan
auto,2024-06-27,04:56:37.627163,completed,Agara 4th Stage,Agara Works,89,RD9891105357970921,11.55,701.72,1.74,703.46,Amazon Pay
bike,2024-08-12,21:38:38.627163,completed,Kaval Byrasandra 1st Block,Yeshwanthpur Esplanade,67,RD9653083044919134,8.24,903.8,34.51,938.31,Amazon Pay
auto,2024-07-10,11:29:41.627163,completed,Begur Ridge,Nagarbhavi Farms,74,RD3707719085226802,14.79,378.49,13.31,391.8,GPay
bike lite,2024-08-02,09:05:22.627163,completed,Hulimavu Zone,Magadi Road Square,97,RD6255503513458807,8.09,622.09,20.9,642.99,QR scan
parcel,2024-07-25,20:43:28.627163,completed,Kodigehalli Arcade,Horamavu Agara Pointe,80,RD7111871339370319,14.43,75.61,20.88,96.49,Paytm
auto,2024-06-26,17:58:13.627163,completed,Adugodi 4th Block,Anjanapura 6th Block,114,RD6707828887438504,19.12,634.69,25.82,660.5100000000001,Amazon Pay
bike,2024-07-13,18:04:03.627163,completed,Koramangala 7th Block 5th Block,Mysore Road Valley,34,RD8977827352138557,33.95,459.67,32.41,492.08000000000004,QR scan
cab economy,2024-07-10,12:36:07.627163,completed,Billekahalli Pass,Koramangala 6th Block Fields,26,RD7730149978185961,14.03,857.16,18.61,875.77,GPay
bike,2024-08-09,02:30:33.627163,completed,Devarachikkanahalli 2nd Block,Horamavu Banaswadi Station,100,RD8188063203342234,8.66,453.63,26.63,480.26,Amazon Pay
cab economy,2024-06-30,18:50:31.627163,completed,Vasanth Nagar Landing,Vijayanagar Way,53,RD4747690861291440,42.43,363.94,48.53,412.47,Paytm
cab economy,2024-06-20,20:07:41.627163,completed,Kalyan Nagar Vista,Bellandur Cutting,48,RD2707064025312976,1.34,205.57,28.78,234.35,Amazon Pay
bike,2024-07-23,00:46:00.627163,completed,Jalahalli Mews,Chikka Banaswadi Area,34,RD2512490930942238,40.97,236.89,11.64,248.52999999999997,QR scan
auto,2024-07-26,08:38:42.627163,completed,Peenya Alley,Koramangala Place,16,RD6007958426012750,5.41,667.55,1.07,668.62,Amazon Pay
bike,2024-06-24,10:47:46.627163,cancelled,Shivaji Nagar 3rd Block,Yelahanka 1st Stage,22,RD6710961092423457,29.59,,,,nan
auto,2024-07-10,05:06:43.627163,completed,Madiwala Arcade,Gottigere Circle,31,RD7027093074210049,31.84,247.23,46.71,293.94,Amazon Pay
auto,2024-07-22,10:54:44.627163,completed,Avalahalli Estate,Vidyaranyapura Arcade,80,RD4523997311815797,36.36,994.45,5.77,1000.22,QR scan
auto,2024-07-04,05:42:06.627163,completed,Yelahanka Harbor,Hoodi Esplanade,82,RD4469205886644176,5.83,211.37,12.16,223.53,GPay
bike,2024-08-11,22:28:39.627163,completed,Benson Town Alley,Kasavanahalli Farms,108,RD8665919324886653,14.81,73.07,33.3,106.36999999999999,Amazon Pay
auto,2024-06-29,17:39:58.627163,completed,HRBR Layout 6th Block,Nelamangala 5th Block,114,RD0744137236157461,26.7,566.74,9.23,575.97,GPay
bike lite,2024-07-08,17:58:50.627163,completed,Horamavu Agara Cove,Harohalli Promenade,40,RD5088275317387913,2.85,293.85,18.88,312.73,GPay
cab economy,2024-06-22,23:28:43.627163,completed,Hennur Road District,Arekere Grove,69,RD4856099456329457,14.19,513.86,45.93,559.79,GPay
cab economy,2024-08-09,05:27:23.627163,completed,Hoodi Harbor,Sonnenahalli Close,70,RD7756475234317407,33.35,991.88,28.91,1020.79,Amazon Pay
auto,2024-07-20,22:28:04.627163,completed,Tavarekere Station,Kaval Byrasandra Cutting,116,RD7806915665459291,3.48,849.46,15.03,864.49,Paytm
bike,2024-07-06,08:07:10.627163,completed,Hoodi Close,Chikkajala Road,66,RD4917078520589467,25.11,113.02,14.86,127.88,Paytm
bike,2024-06-29,21:35:51.627163,completed,Arekere 3rd Block,Gottigere Cross,96,RD9338637907032659,49.73,190.54,28.96,219.5,Amazon Pay
cab economy,2024-06-18,16:54:50.627163,completed,Doddanekundi Pier,ITI Layout Park,113,RD5905061713474565,11.73,848.19,25.67,873.86,Paytm
auto,2024-07-27,03:55:01.627163,completed,Benson Town Square,Chikka Banaswadi Mews,16,RD7637601140755843,19.14,378.16,30.73,408.89000000000004,Paytm
bike,2024-07-16,18:18:45.627163,completed,Vidya Vihar Park,Madivala Station,108,RD2183517778135699,19.98,636.91,42.84,679.75,Paytm
auto,2024-06-25,01:34:54.627163,completed,Pai Layout 4th Block,Hosur Road 3rd Stage,67,RD9228171444031941,20.97,792.97,30.66,823.63,Paytm
bike,2024-08-14,08:07:04.627163,cancelled,Yelahanka New Town 1st Stage,Bellandur Trail,70,RD3219789827455931,46.81,,,,nan
bike,2024-07-01,22:12:59.627163,completed,Nayandahalli 4th Stage,Nelamangala Park,56,RD3316661251464772,3.57,91.66,35.83,127.49,Paytm
auto,2024-06-29,12:23:04.627163,completed,Ramnagar Township,BTM Layout Station,44,RD4875225057132281,20.15,783.49,22.87,806.36,Paytm
bike,2024-07-11,02:45:15.627163,completed,Bommanahalli Esplanade,Peenya Landing,45,RD1574636333611790,3.51,899.24,27.69,926.9300000000001,GPay
bike,2024-08-11,05:29:59.627163,completed,Arekere Fork,Anekal Landing,118,RD2282783132338612,13.28,738.73,15.0,753.73,GPay
bike,2024-07-15,06:28:53.627163,completed,Chikkajala Colony,VV Puram Way,99,RD0582631083088036,23.38,705.52,24.04,729.56,Paytm
cab economy,2024-07-07,01:57:01.627163,cancelled,Jakkasandra Arc,Banaswadi Summit,118,RD0442745291834920,30.89,,,,nan
cab economy,2024-08-12,08:52:26.627163,completed,Dooravani Nagar Village,KR Puram Cove,23,RD5620559404831702,19.89,431.64,5.1,436.74,QR scan
cab economy,2024-07-01,03:28:05.627163,completed,Kothnur 2nd Stage,VV Puram Station,26,RD7714821332911046,19.51,560.29,42.77,603.06,GPay
cab economy,2024-07-10,12:29:38.627163,completed,Kothanur Commons,Chandra Layout Grove,22,RD3594231025264534,28.33,946.55,43.02,989.5699999999999,Paytm
auto,2024-06-17,11:57:05.627163,completed,Banaswadi Cross,Basavanagudi Loop,117,RD4574820450310529,28.17,227.13,7.81,234.94,GPay
cab economy,2024-07-28,02:03:25.627163,completed,Horamavu 4th Block,Kalena Agrahara Run,24,RD7626824582564729,17.87,132.04,44.71,176.75,GPay
cab economy,2024-07-28,00:53:07.627163,completed,Banaswadi Valley,Horamavu Agara Way,119,RD9248020112505012,24.4,620.35,12.48,632.83,Paytm
cab economy,2024-07-02,13:27:36.627163,completed,Peenya 3rd Block,Chikkagubbi Depot,91,RD6490980857833562,42.57,587.23,1.71,588.94,QR scan
parcel,2024-07-15,04:32:45.627163,completed,Chikkagubbi Lane,Magadi Road Track,37,RD3943611759614912,35.11,945.3,42.34,987.64,QR scan
auto,2024-08-01,15:59:48.627163,completed,Attibele 4th Stage,Srirampura 3rd Block,82,RD7526809262776554,38.5,751.59,12.22,763.8100000000001,QR scan
auto,2024-07-12,18:31:54.627163,completed,Koramangala 4th Block 5th Block,Kothanur Pointe,96,RD9366872390042073,24.04,225.69,2.45,228.14,Paytm
bike,2024-06-25,07:10:13.627163,completed,Nelamangala Hills,Horamavu Esplanade,43,RD7582944770977782,41.82,278.9,33.62,312.52,Amazon Pay
bike,2024-07-29,12:31:17.627163,completed,Adugodi Nagar,Jalahalli 5th Stage,88,RD4050906737605182,34.01,771.25,41.51,812.76,GPay
bike,2024-06-24,07:18:30.627163,completed,Doddaballapur Cutting,Dommasandra Alley,85,RD2188195838492029,3.03,314.33,19.62,333.95,Paytm
auto,2024-07-16,11:16:20.627163,completed,Shivaji Nagar Viewpoint,Begur Pier,48,RD3687514227560465,11.6,712.03,4.01,716.04,Paytm
parcel,2024-06-24,01:45:16.627163,completed,Hoodi 3rd Block,Bagalur Fields,105,RD7578481942830916,15.91,988.45,17.51,1005.96,QR scan
auto,2024-08-13,02:40:14.627163,completed,Rajajinagar Court,HRBR Layout Farms,80,RD4166701173156018,7.37,638.42,29.37,667.79,QR scan
bike lite,2024-07-15,22:04:47.627163,completed,Chandra Layout Fields,Kothaguda 4th Stage,35,RD8140783774787903,11.41,471.79,49.93,521.72,Amazon Pay
bike,2024-07-10,13:23:44.627163,completed,Kothnur Enclave,Kothanur Estate,54,RD4729056357159380,3.3,485.31,39.9,525.21,Paytm
cab economy,2024-06-22,01:57:33.627163,completed,Anekal Trail,Yelahanka New Town Quarters,27,RD0987424203863800,43.35,733.72,6.76,740.48,Amazon Pay
auto,2024-07-15,02:23:52.627163,completed,Doddakannelli Circle,Nagasandra Square,30,RD8047989354022558,16.84,555.16,19.03,574.1899999999999,Paytm
cab economy,2024-07-13,03:30:25.627163,cancelled,Kaval Byrasandra Drive,Dodda Banaswadi Ridge,25,RD1776593659246242,33.37,,,,nan
auto,2024-07-26,13:44:13.627163,completed,Sonnenahalli Quarry,Koramangala 7th Block Area,94,RD4172837161875241,30.24,701.57,45.15,746.72,Amazon Pay
bike,2024-08-08,04:05:30.627163,completed,Kengeri Hills,Billekahalli Yard,64,RD9958801173260976,26.72,313.26,39.14,352.4,Amazon Pay
parcel,2024-07-09,22:28:46.627163,completed,Ulsoor 5th Block,Kothanur Heights,77,RD1569126334634866,36.23,508.05,3.18,511.23,GPay
auto,2024-07-21,19:45:23.627163,completed,Jalahalli Court,Nagwara Road,52,RD7877501225915878,47.49,885.61,43.9,929.51,QR scan
parcel,2024-06-21,18:05:20.627163,completed,Doddaballapur 1st Block,Sonnenahalli Run,76,RD9292736140768371,15.35,868.41,49.11,917.52,Paytm
bike lite,2024-07-29,14:44:18.627163,completed,Whitefield 3rd Stage,Jakkasandra 1st Block,51,RD3933657096720219,4.33,498.37,39.1,537.47,Amazon Pay
auto,2024-07-11,22:08:09.627163,completed,Babusapalya Harbor,Shivaji Nagar Dam,59,RD3887108235320517,33.44,818.18,11.21,829.39,GPay
bike lite,2024-07-26,18:33:54.627163,completed,HRBR Layout Heights,Koramangala 8th Block Area,18,RD2478458300273610,6.73,431.3,3.77,435.07,GPay
cab economy,2024-06-20,16:00:23.627163,completed,Sarjapur Quay,Harohalli Arc,39,RD8254064525189820,23.57,139.09,43.76,182.85,Paytm
bike,2024-07-11,03:40:48.627163,cancelled,Chikkalasandra Garden,Domlur Passage,112,RD1659579037885355,1.5,,,,nan
bike,2024-07-30,16:45:00.627163,completed,Anjanapura Summit,Subbanna Palya Nagar,73,RD1143833101444289,5.96,272.87,3.75,276.62,Amazon Pay
bike,2024-08-09,18:40:51.627163,completed,Subramanyapura Arcade,Chikkajala Place,45,RD5341099462830986,27.63,434.95,5.7,440.65,Amazon Pay
bike lite,2024-07-21,15:58:43.627163,cancelled,Benniganahalli 1st Block,Kudlu Gate 4th Block,81,RD5333943778654670,35.08,,,,nan
bike,2024-08-12,18:15:31.627163,completed,Pai Layout Enclave,Vidya Vihar Pointe,22,RD7958313442134465,49.24,993.61,3.41,997.02,Amazon Pay
parcel,2024-08-03,03:33:19.627163,completed,Kalena Agrahara 4th Stage,Jakkasandra Township,59,RD3817435705913467,7.98,169.38,26.94,196.32,GPay
cab economy,2024-07-16,15:39:45.627163,completed,Hebbal Yard,Basavanagudi Hills,71,RD5353766208509343,3.8,402.46,8.96,411.41999999999996,GPay
bike lite,2024-07-31,20:43:50.627163,completed,Whitefield 2nd Block,Agrahara Layout Layout,26,RD7701627801546175,11.47,676.05,0.99,677.04,Amazon Pay
parcel,2024-07-03,18:59:45.627163,completed,Sanjay Nagar Quadrant,Kumaraswamy Layout Alley,102,RD9825689779752438,42.73,501.46,10.32,511.78,GPay
auto,2024-08-09,16:46:53.627163,completed,Rajajinagar Pier,Jalahalli 5th Stage,28,RD2599278485753420,17.3,868.98,19.65,888.63,Paytm
bike lite,2024-06-30,03:52:30.627163,completed,Whitefield Track,Chikkabellandur Sector,61,RD6963066171102220,30.1,567.42,30.5,597.92,Amazon Pay
cab economy,2024-06-21,02:54:01.627163,completed,Kumaraswamy Layout Plaza,Bhadrappa Layout Fields,28,RD7624199838958169,9.6,848.42,12.07,860.49,QR scan
cab economy,2024-07-13,10:51:13.627163,completed,Madivala Landing,Arekere Terrace,46,RD8150843010638337,49.23,993.75,29.96,1023.71,Paytm
cab economy,2024-08-13,08:48:17.627163,completed,Adugodi Complex,Chikkabellandur Heights,68,RD2816353297871111,48.61,873.19,28.86,902.0500000000001,Amazon Pay
bike,2024-07-09,02:48:53.627163,cancelled,Banaswadi Cross,Sarjapur Fork,106,RD3526768845791272,45.33,,,,nan
parcel,2024-06-30,23:52:36.627163,completed,Avalahalli Quarters,Nelamangala Landing,25,RD7296231352496627,45.82,794.77,33.45,828.22,QR scan
cab economy,2024-08-10,09:07:31.627163,cancelled,Chandra Layout Loop,Chikkalasandra Pointe,96,RD1708920125176204,30.34,,,,nan
bike,2024-08-02,11:40:14.627163,completed,Vidyaranyapura Arc,Malleshwaram Vista,34,RD5196342413689958,23.22,76.75,31.64,108.39,Amazon Pay
bike,2024-08-01,02:08:48.627163,completed,Domlur Depot,Yeshwanthpur Colony,107,RD4552408261735148,43.96,788.63,21.23,809.86,Amazon Pay
bike lite,2024-07-05,14:23:56.627163,completed,Banashankari Enclave,Billekahalli Woods,117,RD0665387403507951,10.97,494.04,39.95,533.99,Amazon Pay
bike lite,2024-08-15,01:37:28.627163,cancelled,Kothaguda Viewpoint,Jayanagar Meadows,74,RD5479026106938560,8.54,,,,nan
bike,2024-07-08,02:04:37.627163,completed,Jakkasandra Way,Kasavanahalli Township,24,RD0961189409840996,26.31,522.23,31.26,553.49,GPay
bike,2024-06-17,23:29:25.627163,completed,Begur Garden,Gottigere 6th Block,12,RD9533760289526675,13.14,934.61,13.75,948.36,Amazon Pay
bike,2024-06-20,22:47:01.627163,completed,Malleshwaram 4th Block,Nelamangala 2nd Block,107,RD5973475109046826,1.49,528.81,36.02,564.8299999999999,Amazon Pay
cab economy,2024-06-19,06:59:25.627163,completed,Munnekollal 5th Block,Arekere Pass,39,RD8862058773864628,34.68,265.44,30.04,295.48,Amazon Pay
cab economy,2024-08-08,07:54:05.627163,completed,Bhadrappa Layout Mews,Magadi Road Road,13,RD4608311581826478,7.12,650.14,34.2,684.34,GPay
auto,2024-06-19,23:37:59.627163,completed,JP Nagar Track,Kothanur 5th Block,57,RD4275711877570607,24.11,825.61,16.7,842.3100000000001,GPay
auto,2024-06-30,07:46:06.627163,completed,Hosur Sarjapur Road Layout Arcade,Begur Fork,115,RD2872878547013926,41.95,457.54,27.73,485.27000000000004,Paytm
bike,2024-07-28,00:03:52.627163,cancelled,Sadashiva Nagar 2nd Block,Whitefield Passage,78,RD1264935539354497,44.09,,,,nan
cab economy,2024-06-24,18:08:50.627163,completed,Mysore Road Viewpoint,Yelahanka Loop,55,RD7035192050922686,34.18,551.7,14.05,565.75,Paytm
auto,2024-08-10,09:28:40.627163,completed,Kadubeesanahalli View,Koramangala 4th Block Crescent,88,RD3854249733907744,20.04,333.89,42.0,375.89,Amazon Pay
bike,2024-06-19,15:30:21.627163,cancelled,Madiwala Side,Devarachikkanahalli Pointe,13,RD6562327490231262,9.6,,,,nan
cab economy,2024-07-06,18:45:10.627163,completed,Rachenahalli Quarry,Bommanahalli Nagar,104,RD2523661011695985,8.81,513.01,42.06,555.0699999999999,QR scan
auto,2024-06-22,03:48:46.627163,completed,Jayanagar Hills,Yeshwanthpur Landing,119,RD0892776733546173,25.56,655.72,16.5,672.22,Amazon Pay
bike,2024-07-18,02:04:02.627163,cancelled,Hebbal Promenade,Yelahanka Road,33,RD0276997447069031,6.6,,,,nan
bike lite,2024-06-17,12:13:22.627163,completed,Whitefield 3rd Stage,Madivala Extension,53,RD0487383100885501,18.21,198.09,26.69,224.78,Paytm
bike,2024-07-19,03:57:46.627163,completed,Ashok Nagar Loop,Jalahalli Run,74,RD7119328306387145,45.54,421.86,29.21,451.07,QR scan
cab economy,2024-08-16,05:18:13.627163,completed,Frazer Town Bridge,Mysore Road Trail,42,RD3522891479669304,42.23,937.97,41.09,979.0600000000001,GPay
auto,2024-08-04,07:25:28.627163,completed,MG Road Quarry,Dr. Shivaram Karanth Nagar Farms,71,RD9302137916254595,42.75,950.54,46.88,997.42,Amazon Pay
auto,2024-06-27,10:52:19.627163,completed,Domlur Sector,KR Puram Quay,80,RD8530895494927280,28.27,476.63,19.02,495.65,Amazon Pay
bike,2024-07-14,11:15:20.627163,completed,Doddakannelli Viewpoint,Domlur Quarters,105,RD5826422773704985,22.1,174.52,7.86,182.38000000000002,Amazon Pay
auto,2024-07-30,01:56:54.627163,completed,Sadashiva Nagar Circle,Mahalakshmi Layout Pass,100,RD3417967171863721,1.85,63.74,26.98,90.72,Paytm
auto,2024-08-09,02:26:45.627163,completed,Kalyan Nagar Close,Mysore Road Landing,80,RD7389796282889302,24.98,706.49,0.04,706.53,Amazon Pay
bike,2024-07-14,10:06:07.627163,completed,Attibele 6th Block,Babusapalya Zone,52,RD0466497757569389,29.03,566.16,22.47,588.63,QR scan
bike,2024-08-11,03:54:00.627163,completed,Kadubeesanahalli Crescent,Kodigehalli Lane,12,RD0165738066660664,8.3,507.3,14.78,522.08,Paytm
cab economy,2024-07-12,05:06:01.627163,completed,Amruthahalli Fork,Electronic City Landing,116,RD1803505553745377,7.34,232.84,33.46,266.3,Amazon Pay
bike,2024-07-31,01:30:27.627163,completed,Basavanagudi Quarters,Benniganahalli Woods,21,RD9583484747484472,4.09,446.94,40.88,487.82,Amazon Pay
bike,2024-06-20,06:37:05.627163,completed,Chikkajala Landing,Ramnagar Drive,68,RD5581832474445198,27.32,261.52,46.11,307.63,Paytm
auto,2024-08-09,17:58:52.627163,completed,KR Puram Grove,Jakkur Passage,69,RD0908181934869873,37.8,640.48,35.36,675.84,Amazon Pay
bike,2024-06-22,19:42:43.627163,completed,Basavanagudi Quadrant,Devarachikkanahalli Summit,102,RD2344286285294119,3.25,822.41,43.65,866.06,QR scan
parcel,2024-07-09,03:38:51.627163,completed,Doddanekundi Court,Kengeri Dam,52,RD4686926332396266,34.93,419.32,21.8,441.12,GPay
auto,2024-06-17,17:03:25.627163,completed,Thanisandra Pier,Sahakar Nagar 5th Block,32,RD0925641875702071,37.37,465.36,26.08,491.44,Amazon Pay
cab economy,2024-06-20,00:17:23.627163,completed,Kasavanahalli Alley,Kanakapura Depot,116,RD5286759657002002,14.1,936.33,38.01,974.34,Amazon Pay
cab economy,2024-08-01,03:49:05.627163,completed,Hebbal Kempapura Enclave,Kaggalipura Cross,32,RD6679974318980542,42.59,294.85,26.39,321.24,Amazon Pay
auto,2024-06-18,08:55:08.627163,completed,Anekal Hills,Horamavu Banaswadi Quarry,79,RD0370003599008289,10.92,811.99,8.96,820.95,QR scan
auto,2024-08-11,22:02:37.627163,completed,Koramangala 4th Block Pass,Yeshwanthpur Quarters,103,RD2460565694313374,12.45,411.06,13.19,424.25,GPay
bike,2024-08-14,15:25:16.627163,completed,Kanaka Nagar Alley,Yelahanka New Town 5th Stage,78,RD0050629262303904,38.82,78.64,41.65,120.28999999999999,QR scan
cab economy,2024-08-09,10:34:19.627163,completed,Dodda Banaswadi Zone,Dodda Banaswadi Valley,26,RD6652178410064490,43.8,193.57,40.53,234.1,QR scan
bike,2024-07-22,15:16:53.627163,completed,Subramanyapura Crescent,Horamavu Banaswadi Township,27,RD8631325589882936,26.29,184.27,33.12,217.39000000000001,Amazon Pay
auto,2024-08-05,05:56:19.627163,completed,Dasarahalli Quay,Mysore Road Farms,85,RD5015469384506973,49.25,597.66,29.45,627.11,Amazon Pay
cab economy,2024-07-13,15:45:10.627163,completed,Begur Village,Agrahara Layout Meadows,55,RD0384927852173634,14.66,630.02,24.36,654.38,Amazon Pay
auto,2024-06-28,19:42:30.627163,completed,Horamavu Track,Nagasandra Cross,107,RD7745377140625090,21.58,113.75,39.09,152.84,Amazon Pay
parcel,2024-06-29,17:22:38.627163,cancelled,Giri Nagar 2nd Stage,Vidyaranyapura Commons,37,RD3579098879316599,19.39,,,,nan
cab economy,2024-08-12,11:00:26.627163,completed,Kudlu Gate 2nd Block,MG Road Plaza,47,RD4100356956207350,6.3,924.58,25.43,950.01,Paytm
bike lite,2024-06-27,04:49:53.627163,completed,Sonnenahalli Arcade,Ashok Nagar Fields,99,RD2660873705086472,21.71,548.15,28.94,577.09,GPay
bike lite,2024-07-11,22:25:32.627163,completed,Thanisandra Alcove,Ashok Nagar Mews,84,RD7818233951217112,31.59,898.51,39.01,937.52,QR scan
parcel,2024-07-13,21:43:33.627163,completed,Yelahanka New Town Cutting,Munnekollal Valley,66,RD6773229171274931,18.28,488.76,26.1,514.86,Paytm
cab economy,2024-08-01,05:34:40.627163,completed,Doddaballapur Drive,Kadugodi Commons,88,RD3737971962974671,30.0,130.63,33.81,164.44,Paytm
parcel,2024-07-15,00:03:52.627163,cancelled,Begur 6th Block,Dasarahalli Place,88,RD8728676332755311,7.68,,,,nan
parcel,2024-07-06,22:24:54.627163,cancelled,Kadugodi Square,Kasavanahalli Quarters,61,RD8093084296732762,10.29,,,,nan
cab economy,2024-06-28,11:32:18.627163,completed,Anjanapura Square,Gottigere Meadows,101,RD1412451809824236,47.65,652.88,5.22,658.1,GPay
