booking_id,customer_id,driver_id,booking_time,pickup_location,drop_location,city,vehicle_type,payment_method,distance_km,trip_duration_min,base_fare,surge_multiplier,traffic_level,weather_condition,ride_status,cancelled_by,driver_delay_min
B00936,C0169,D0114,2026-01-21 00:12:00,Ameerpet,Gachibowli,Hyderabad,Cab,UPI,7.0,17.9,188.0,1.14,Medium,Clear,Completed,Unknown,9.1
B00937,C0007,D0074,2026-03-31 08:55:00,Kothrud,Baner,Pune,Bike,UPI,3.04,12.3,58.24,1.7,High,Cloudy,Incomplete,Unknown,9.8
B00938,C0194,D0095,2026-01-03 07:41:00,Malad,Bandra,Mumbai,Auto,Cash,3.76,8.8,93.84,1.68,Low,Rain,Completed,Unknown,2.1
B00939,C0327,D0008,2026-01-26 04:50:00,Kharadi,Wakad,Pune,Bike,UPI,2.68,7.7,56.08,1.38,High,Clear,Completed,Unknown,10.1
B00940,C0148,D0044,2026-03-25 09:38:00,Kothrud,Hinjewadi,Pune,Cab,Cash,6.08,15.9,175.12,1.64,Medium,Rain,Completed,Unknown,7.0
B00941,C0372,D0087,2026-02-21 20:28:00,Wakad,Kothrud,Pune,Auto,Cash,5.99,16.4,113.91,1.04,Medium,Clear,Completed,Unknown,0.0
B00942,C0108,D0133,2026-02-10 11:40:00,Dadar,Malad,Mumbai,Cab,UPI,8.17,28.5,204.38,1.32,High,Clear,Cancelled,Driver,5.4
B00943,C0119,D0060,2026-01-25 13:18:00,Borivali,Malad,Mumbai,Cab,Cash,4.97,10.6,159.58,1.11,Low,Cloudy,Completed,Unknown,3.9
B00944,C0037,D0136,2026-01-21 13:23:00,Koramangala,Marathahalli,Bengaluru,Cab,UPI,8.36,26.3,207.04,1.36,High,Cloudy,Cancelled,Customer,2.1
B00945,C0258,D0034,2026-01-02 23:07:00,Saket,Janakpuri,Delhi,Bike,Card,11.69,21.6,110.14,1.12,Low,Clear,Completed,Unknown,8.4
B00946,C0064,D0105,2026-03-15 00:38:00,Baner,Kharadi,Pune,Bike,Cash,10.01,21.4,100.06,1.05,Low,Cloudy,Completed,Unknown,7.5
B00947,C0102,D0124,2026-01-27 18:31:00,Marathahalli,Indiranagar,Bengaluru,Cab,Cash,4.89,10.2,158.46,1.49,Low,Cloudy,Completed,Unknown,1.6
B00948,C0301,D0033,2026-03-03 00:34:00,Dadar,Powai,Mumbai,Auto,UPI,12.27,22.9,170.43,1.23,Low,Rain,Completed,Unknown,1.8
B00949,C0071,D0047,2026-02-25 02:09:00,Rohini,Connaught Place,Delhi,Bike,Wallet,3.84,6.3,63.04,1.01,Low,Clear,Incomplete,Unknown,0.4
B00950,C0224,D0103,2026-01-16 19:39:00,Saket,Dwarka,Delhi,Auto,UPI,2.47,10.0,82.23,1.84,High,Cloudy,Incomplete,Unknown,6.9
B00951,C0166,D0033,2026-03-29 12:17:00,Koramangala,Whitefield,Bengaluru,Bike,Card,8.81,16.9,92.86,1.05,Low,Cloudy,Cancelled,Driver,0.0
B00952,C0031,D0107,2026-01-04 02:52:00,Kharadi,Hinjewadi,Pune,Cab,UPI,13.95,43.4,285.3,1.03,Medium,Cloudy,Completed,Unknown,0.0
B00953,C0327,D0008,2026-02-01 03:02:00,Hauz Khas,Lajpat Nagar,Delhi,Auto,Cash,3.68,11.0,93.12,1.09,Medium,Clear,Completed,Unknown,5.1
B00954,C0375,D0099,2026-02-18 01:39:00,Connaught Place,Rohini,Delhi,Auto,Wallet,2.16,4.5,79.44,1.28,Low,Rain,Incomplete,Unknown,8.0
B00955,C0089,D0012,2026-03-20 03:32:00,Gachibowli,Ameerpet,Hyderabad,Auto,UPI,3.34,8.7,90.06,1.14,Medium,Clear,Completed,Unknown,3.6
B00956,C0161,D0084,2026-01-30 05:40:00,Kharadi,Kothrud,Pune,Auto,UPI,9.12,25.3,142.08,1.06,Medium,Clear,Completed,Unknown,2.9
B00957,C0227,D0132,2026-01-11 13:43:00,Chembur,Andheri,Mumbai,Cab,UPI,7.32,12.0,192.48,1.08,Low,Clear,Completed,Unknown,5.9
B00958,C0188,D0099,2026-03-26 08:47:00,Marathahalli,Indiranagar,Bengaluru,Cab,Card,12.13,26.2,259.82,1.43,Low,Cloudy,Completed,Unknown,6.9
B00959,C0376,D0066,2026-02-12 00:26:00,Kharadi,Wakad,Pune,Auto,UPI,9.5,15.4,145.5,1.07,Low,Cloudy,Completed,Unknown,4.1
B00960,C0111,D0038,2026-02-02 20:20:00,Koramangala,Whitefield,Bengaluru,Cab,UPI,27.14,57.4,469.96,1.07,Low,Clear,Incomplete,Unknown,2.9
B00961,C0091,D0081,2026-03-28 10:00:00,Andheri,Chembur,Mumbai,Bike,UPI,5.12,13.2,70.72,1.26,Medium,Rain,Completed,Unknown,0.0
B00962,C0271,D0001,2026-01-02 15:19:00,Dadar,Colaba,Mumbai,Auto,Cash,9.4,17.3,144.6,1.02,Low,Clear,Completed,Unknown,6.1
B00963,C0026,D0022,2026-01-27 23:19:00,Colaba,Chembur,Mumbai,Cab,Cash,2.89,5.5,130.46,1.23,Low,Rain,Incomplete,Unknown,5.5
B00964,C0363,D0109,2026-01-02 18:50:00,Marathahalli,MG Road,Bengaluru,Auto,Cash,12.46,35.5,172.14,1.99,High,Rain,Cancelled,Customer,1.1
B00965,C0317,D0078,2026-03-25 04:41:00,Pitampura,Connaught Place,Delhi,Auto,UPI,2.9,8.7,86.1,1.12,Medium,Clear,Incomplete,Unknown,0.0
B00966,C0341,D0133,2026-01-05 19:31:00,Borivali,Andheri,Mumbai,Auto,UPI,5.76,13.8,111.84,1.47,Medium,Clear,Completed,Unknown,7.3
B00967,C0058,D0137,2026-02-15 16:44:00,Viman Nagar,Hinjewadi,Pune,Auto,UPI,9.5,36.2,145.5,1.41,High,Clear,Completed,Unknown,5.2
B00968,C0023,D0009,2026-01-10 11:06:00,Secunderabad,Kukatpally,Hyderabad,Auto,UPI,1.02,2.2,69.18,1.08,Medium,Clear,Completed,Unknown,6.4
B00969,C0046,D0133,2026-03-25 17:30:00,Kharadi,Viman Nagar,Pune,Bike,Wallet,7.33,26.0,83.98,1.82,High,Clear,Completed,Unknown,10.0
B00970,C0067,D0078,2026-03-05 17:15:00,Borivali,Dadar,Mumbai,Bike,Card,6.83,14.6,80.98,1.63,Medium,Rain,Cancelled,Customer,0.0
B00971,C0075,D0029,2026-01-21 08:43:00,Hauz Khas,Rohini,Delhi,Bike,UPI,8.23,32.5,89.38,1.73,High,Clear,Completed,Unknown,3.0
B00972,C0400,D0058,2026-02-22 02:35:00,Ameerpet,Madhapur,Hyderabad,Cab,UPI,5.96,17.8,173.44,1.04,Medium,Clear,Cancelled,Customer,5.4
B00973,C0306,D0063,2026-02-22 05:09:00,Kharadi,Wakad,Pune,Cab,UPI,16.23,26.4,317.22,1.3,Low,Rain,Cancelled,Customer,3.3
B00974,C0171,D0022,2026-03-11 14:11:00,Bandra,Andheri,Mumbai,Auto,UPI,8.74,23.0,138.66,1.03,Medium,Clear,Cancelled,Customer,3.6
B00975,C0031,D0051,2026-03-12 02:08:00,Gachibowli,Kukatpally,Hyderabad,Auto,Cash,6.46,14.6,118.14,1.07,Low,Clear,Completed,Unknown,5.6
B00976,C0005,D0146,2026-02-24 18:48:00,Kukatpally,Banjara Hills,Hyderabad,Auto,Cash,12.76,35.2,174.84,1.49,Medium,Clear,Completed,Unknown,0.0
B00977,C0188,D0093,2026-03-17 14:33:00,Kukatpally,Ameerpet,Hyderabad,Auto,UPI,2.56,7.0,83.04,1.03,Medium,Cloudy,Completed,Unknown,2.7
B00978,C0329,D0099,2026-02-11 08:39:00,Lajpat Nagar,Saket,Delhi,Auto,Card,8.45,19.3,136.05,1.4,Medium,Clear,Completed,Unknown,6.6
B00979,C0106,D0127,2026-02-25 06:25:00,Lajpat Nagar,Noida Sector 18,Delhi,Auto,UPI,9.5,26.9,145.5,1.07,Medium,Clear,Completed,Unknown,3.8
B00980,C0126,D0048,2026-02-08 18:09:00,Pitampura,Janakpuri,Delhi,Auto,Cash,3.56,7.3,92.04,1.45,Low,Clear,Completed,Unknown,5.8
B00981,C0400,D0023,2026-02-20 16:15:00,Kothrud,Kharadi,Pune,Cab,UPI,3.36,10.3,137.04,1.14,Medium,Clear,Cancelled,Customer,9.6
B00982,C0111,D0066,2026-02-22 10:12:00,Colaba,Dadar,Mumbai,Cab,UPI,3.63,9.8,140.82,1.08,Medium,Clear,Completed,Unknown,7.8
B00983,C0251,D0008,2026-01-06 11:32:00,Andheri,Borivali,Mumbai,Auto,Card,1.1,2.1,69.9,1.09,Low,Clear,Cancelled,Customer,7.5
B00984,C0259,D0042,2026-01-11 00:21:00,Malad,Bandra,Mumbai,Auto,Wallet,5.83,12.5,112.47,1.04,Low,Clear,Completed,Unknown,2.5
B00985,C0202,D0035,2026-01-10 20:20:00,MG Road,Koramangala,Bengaluru,Bike,Card,5.01,14.8,70.06,1.11,Medium,Clear,Completed,Unknown,9.2
B00986,C0337,D0053,2026-03-04 05:42:00,Janakpuri,Connaught Place,Delhi,Cab,Card,1.51,4.5,111.14,1.1,Medium,Cloudy,Incomplete,Unknown,8.6
B00987,C0105,D0015,2026-03-30 23:58:00,Gachibowli,Secunderabad,Hyderabad,Auto,Card,11.65,23.6,164.85,1.12,Low,Clear,Completed,Unknown,8.4
B00988,C0271,D0022,2026-03-18 13:30:00,Viman Nagar,Hinjewadi,Pune,Cab,Cash,12.72,29.5,268.08,1.03,Low,Clear,Completed,Unknown,0.7
B00989,C0330,D0139,2026-02-04 11:20:00,Hinjewadi,Viman Nagar,Pune,Auto,Cash,18.3,48.1,224.7,1.26,Medium,Rain,Completed,Unknown,2.1
B00990,C0324,D0045,2026-02-03 14:44:00,Hinjewadi,Kharadi,Pune,Auto,UPI,1.9,5.5,77.1,1.0,Medium,Clear,Completed,Unknown,1.4
B00991,C0130,D0090,2026-02-19 12:03:00,Hauz Khas,Lajpat Nagar,Delhi,Cab,Card,8.09,24.6,203.26,1.3,High,Clear,Cancelled,Customer,1.4
B00992,C0157,D0093,2026-03-06 01:45:00,Baner,Hinjewadi,Pune,Auto,Card,7.07,25.8,123.63,1.34,High,Clear,Completed,Unknown,4.5
B00993,C0079,D0001,2026-02-21 00:05:00,Whitefield,Electronic City,Bengaluru,Cab,Wallet,1.96,4.0,117.44,1.06,Low,Clear,Incomplete,Unknown,2.9
B00994,C0223,D0004,2026-02-16 20:33:00,Powai,Bandra,Mumbai,Auto,UPI,2.94,6.9,86.46,1.27,Low,Rain,Cancelled,Customer,16.4
B00995,C0091,D0129,2026-03-15 00:36:00,Borivali,Bandra,Mumbai,Auto,UPI,13.68,30.1,183.12,1.04,Low,Clear,Completed,Unknown,6.2
B00996,C0153,D0132,2026-01-04 19:51:00,Bandra,Dadar,Mumbai,Auto,Card,1.75,3.2,75.75,1.48,Low,Clear,Completed,Unknown,5.0
B00997,C0238,D0066,2026-03-09 07:09:00,Kharadi,Wakad,Pune,Bike,UPI,4.98,19.1,69.88,1.82,High,Clear,Cancelled,Customer,5.8
B00998,C0400,D0111,2026-02-09 11:34:00,Electronic City,Indiranagar,Bengaluru,Auto,UPI,19.47,31.2,235.23,1.23,Low,Rain,Completed,Unknown,5.1
B00999,C0246,D0064,2026-02-06 19:56:00,Electronic City,Jayanagar,Bengaluru,Cab,Card,16.18,52.7,316.52,1.83,High,Clear,Completed,Unknown,10.5
B01000,C0335,D0142,2026-01-04 21:42:00,Kothrud,Wakad,Pune,Bike,UPI,6.1,13.6,76.6,1.09,Low,Clear,Completed,Unknown,0.0
B01001,C0184,D0058,2026-02-11 21:49:00,Hinjewadi,Kharadi,Pune,Auto,UPI,10.37,37.8,153.33,1.37,High,Cloudy,Completed,Unknown,11.1
B01002,C0114,D0018,2026-02-07 17:44:00,Wakad,Kharadi,Pune,Bike,Card,22.32,69.9,173.92,1.75,High,Clear,Incomplete,Unknown,6.7
B01003,C0327,D0026,2026-01-08 20:18:00,Andheri,Dadar,Mumbai,Auto,Card,3.84,10.2,94.56,1.13,Medium,Clear,Completed,Unknown,5.7
B01004,C0341,D0124,2026-02-09 00:31:00,Andheri,Dadar,Mumbai,Bike,Cash,12.51,23.4,115.06,1.13,Low,Clear,Completed,Unknown,2.7
B01005,C0297,D0095,2026-03-09 15:36:00,Koramangala,MG Road,Bengaluru,Cab,UPI,8.17,22.6,204.38,1.43,High,Cloudy,Completed,Unknown,6.6
B01006,C0320,D0007,2026-01-31 22:32:00,MG Road,Indiranagar,Bengaluru,Bike,Cash,3.6,8.5,61.6,1.15,Low,Clear,Completed,Unknown,0.0
B01007,C0386,D0034,2026-02-17 22:52:00,Powai,Colaba,Mumbai,Bike,UPI,1.24,2.7,47.44,1.02,Medium,Clear,Completed,Unknown,1.3
B01008,C0180,D0121,2026-03-11 16:26:00,Ameerpet,Banjara Hills,Hyderabad,Bike,Card,4.89,16.6,69.34,1.34,High,Cloudy,Cancelled,Driver,1.3
B01009,C0026,D0126,2026-02-19 03:27:00,Rohini,Noida Sector 18,Delhi,Auto,UPI,26.65,63.2,299.85,1.07,Low,Clear,Cancelled,Driver,8.8
B01010,C0125,D0063,2026-03-30 02:55:00,Baner,Wakad,Pune,Auto,UPI,11.0,30.4,159.0,1.05,Medium,Clear,Completed,Unknown,0.0
B01011,C0075,D0107,2026-03-02 23:40:00,Baner,Hinjewadi,Pune,Bike,UPI,17.09,38.3,142.54,1.12,Low,Clear,Completed,Unknown,7.0
B01012,C0013,D0108,2026-02-20 01:43:00,Colaba,Dadar,Mumbai,Cab,UPI,23.61,50.4,420.54,1.09,Medium,Clear,Completed,Unknown,2.4
B01013,C0090,D0003,2026-02-18 12:42:00,Kharadi,Viman Nagar,Pune,Bike,UPI,6.08,10.6,76.48,1.03,Low,Cloudy,Completed,Unknown,0.0
B01014,C0341,D0147,2026-03-12 14:00:00,Bandra,Andheri,Mumbai,Auto,Cash,1.58,3.6,74.22,1.14,Medium,Smog,Completed,Unknown,11.5
B01015,C0111,D0090,2026-01-19 17:23:00,Hinjewadi,Kharadi,Pune,Bike,UPI,4.75,10.9,68.5,1.44,Medium,Clear,Cancelled,Customer,4.8
B01016,C0184,D0063,2026-03-31 22:18:00,Gachibowli,Madhapur,Hyderabad,Bike,UPI,2.08,6.4,52.48,1.38,High,Clear,Completed,Unknown,6.5
B01017,C0104,D0132,2026-02-13 22:34:00,Banjara Hills,Kukatpally,Hyderabad,Bike,Card,2.86,7.0,57.16,1.05,Medium,Clear,Completed,Unknown,8.2
B01018,C0306,D0111,2026-03-06 15:49:00,MG Road,Jayanagar,Bengaluru,Bike,UPI,1.02,2.4,46.12,1.05,Low,Cloudy,Completed,Unknown,10.3
B01019,C0013,D0100,2026-02-24 16:14:00,Jayanagar,Whitefield,Bengaluru,Auto,UPI,7.17,12.9,124.53,1.02,Low,Clear,Completed,Unknown,0.0
B01020,C0130,D0016,2026-02-07 22:16:00,Hinjewadi,Kharadi,Pune,Auto,Cash,6.18,17.4,115.62,1.02,Medium,Cloudy,Incomplete,Unknown,0.3
B01021,C0084,D0111,2026-02-26 07:29:00,Wakad,Viman Nagar,Pune,Bike,Cash,4.22,7.8,65.32,1.54,Low,Clear,Incomplete,Unknown,11.5
B01022,C0162,D0019,2026-01-26 11:09:00,Baner,Kothrud,Pune,Cab,Card,9.56,15.8,223.84,1.07,Low,Clear,Cancelled,Customer,4.0
B01023,C0027,D0058,2026-02-05 06:29:00,HSR Layout,Marathahalli,Bengaluru,Bike,Card,1.51,4.2,49.06,1.1,Medium,Clear,Completed,Unknown,9.7
B01024,C0364,D0142,2026-03-17 03:21:00,Secunderabad,Madhapur,Hyderabad,Bike,Card,10.53,19.0,103.18,1.12,Low,Clear,Completed,Unknown,6.8
B01025,C0118,D0142,2026-02-07 05:54:00,Powai,Dadar,Mumbai,Auto,Cash,1.74,3.6,75.66,1.03,Low,Cloudy,Completed,Unknown,0.8
B01026,C0245,D0056,2026-01-31 07:16:00,Chembur,Malad,Mumbai,Auto,UPI,4.58,8.2,101.22,1.5,Low,Clear,Incomplete,Unknown,6.3
B01027,C0215,D0087,2026-01-16 21:57:00,Hinjewadi,Baner,Pune,Auto,Card,2.92,6.0,86.28,1.12,Low,Cloudy,Completed,Unknown,8.6
B01028,C0064,D0044,2026-01-30 09:46:00,Dadar,Malad,Mumbai,Bike,UPI,1.86,3.9,51.16,1.4,Low,Clear,Completed,Unknown,3.6
B01029,C0054,D0098,2026-01-07 07:45:00,Jayanagar,HSR Layout,Bengaluru,Bike,Card,3.41,9.7,60.46,1.67,Medium,Rain,Completed,Unknown,1.5
B01030,C0029,D0107,2026-03-05 03:11:00,Marathahalli,Indiranagar,Bengaluru,Auto,Cash,2.51,6.8,82.59,1.1,Medium,Cloudy,Cancelled,Customer,14.8
B01031,C0367,D0025,2026-03-22 15:43:00,Madhapur,Secunderabad,Hyderabad,Cab,Cash,2.93,6.5,131.02,1.14,Low,Clear,Cancelled,Driver,0.0
B01032,C0297,D0137,2026-01-17 05:22:00,Noida Sector 18,Karol Bagh,Delhi,Cab,Wallet,7.66,24.0,197.24,1.42,High,Cloudy,Cancelled,Customer,8.8
B01033,C0149,D0128,2026-01-13 22:45:00,Lajpat Nagar,Connaught Place,Delhi,Cab,Card,9.66,26.5,225.24,1.13,Medium,Cloudy,Cancelled,Customer,6.1
B01034,C0082,D0136,2026-01-25 07:03:00,Electronic City,Marathahalli,Bengaluru,Auto,Card,8.82,29.9,139.38,2.03,High,Rain,Completed,Unknown,4.2
B01035,C0186,D0049,2026-01-25 17:51:00,Koramangala,Indiranagar,Bengaluru,Auto,UPI,1.53,4.8,73.77,1.7,High,Clear,Cancelled,Customer,9.0
B01036,C0109,D0049,2026-03-09 23:49:00,Kothrud,Baner,Pune,Auto,UPI,6.43,16.9,117.87,1.01,Medium,Cloudy,Completed,Unknown,2.8
B01037,C0084,D0125,2026-02-14 14:58:00,Banjara Hills,Ameerpet,Hyderabad,Cab,Wallet,3.53,6.3,139.42,1.12,Low,Clear,Cancelled,Driver,2.4
B01038,C0387,D0148,2026-03-20 19:49:00,Koramangala,Electronic City,Bengaluru,Auto,Card,1.83,6.4,76.47,1.79,High,Cloudy,Completed,Unknown,4.5
B01039,C0024,D0050,2026-02-08 02:02:00,Kothrud,Kharadi,Pune,Auto,Cash,2.96,6.3,86.64,1.1,Low,Clear,Completed,Unknown,0.0
B01040,C0070,D0144,2026-03-31 10:43:00,HSR Layout,Koramangala,Bengaluru,Cab,Cash,1.63,3.7,112.82,1.1,Low,Clear,Completed,Unknown,9.7
B01041,C0274,D0049,2026-03-26 16:50:00,Banjara Hills,Kukatpally,Hyderabad,Cab,Cash,13.61,40.1,280.54,1.35,High,Cloudy,Completed,Unknown,9.9
B01042,C0022,D0099,2026-02-16 13:38:00,Electronic City,Jayanagar,Bengaluru,Auto,Card,15.0,38.0,195.0,1.08,Medium,Cloudy,Incomplete,Unknown,4.6
B01043,C0225,D0121,2026-01-22 16:02:00,Dwarka,Lajpat Nagar,Delhi,Cab,UPI,13.62,26.3,280.68,1.1,Low,Cloudy,Cancelled,Customer,4.7
B01044,C0092,D0003,2026-01-02 00:13:00,Janakpuri,Rohini,Delhi,Auto,UPI,4.05,12.1,96.45,1.13,Medium,Cloudy,Completed,Unknown,0.0
B01045,C0136,D0022,2026-03-02 06:51:00,Karol Bagh,Noida Sector 18,Delhi,Auto,UPI,5.08,10.0,105.72,1.06,Low,Cloudy,Completed,Unknown,4.8
B01046,C0245,D0125,2026-01-10 19:21:00,Janakpuri,Noida Sector 18,Delhi,Auto,Card,5.45,11.5,109.05,1.44,Low,Clear,Cancelled,Driver,3.9
B01047,C0262,D0067,2026-02-28 23:31:00,Colaba,Andheri,Mumbai,Bike,UPI,1.04,2.2,46.24,1.07,Low,Clear,Cancelled,Customer,0.0
B01048,C0392,D0084,2026-01-21 12:38:00,Wakad,Kharadi,Pune,Bike,UPI,1.7,4.7,50.2,1.03,Medium,Cloudy,Completed,Unknown,1.8
B01049,C0134,D0012,2026-02-14 17:22:00,Madhapur,Ameerpet,Hyderabad,Bike,Wallet,2.47,4.5,54.82,1.62,Low,Rain,Completed,Unknown,5.9
B01050,C0157,D0103,2026-02-20 23:28:00,Chembur,Dadar,Mumbai,Auto,UPI,15.86,30.0,202.74,1.25,Low,Rain,Completed,Unknown,13.7
B01051,C0041,D0054,2026-02-13 08:28:00,Indiranagar,Marathahalli,Bengaluru,Auto,Card,14.03,49.0,186.27,1.71,High,Clear,Completed,Unknown,8.3
B01052,C0029,D0112,2026-01-01 15:03:00,Kothrud,Hinjewadi,Pune,Auto,UPI,6.94,14.3,122.46,1.12,Low,Clear,Completed,Unknown,4.8
B01053,C0342,D0056,2026-01-22 09:16:00,Kothrud,Kharadi,Pune,Cab,Card,5.24,19.7,163.36,1.75,High,Clear,Cancelled,Customer,8.5
B01054,C0364,D0100,2026-01-16 14:33:00,Hinjewadi,Viman Nagar,Pune,Auto,UPI,11.15,36.7,160.35,1.38,High,Cloudy,Completed,Unknown,3.0
B01055,C0264,D0099,2026-03-13 21:15:00,Kukatpally,Ameerpet,Hyderabad,Cab,Card,2.54,5.0,125.56,1.05,Low,Cloudy,Completed,Unknown,10.6
B01056,C0308,D0143,2026-01-07 08:32:00,Dwarka,Janakpuri,Delhi,Cab,Cash,6.96,15.9,187.44,1.69,Low,Rain,Completed,Unknown,5.3
B01057,C0016,D0120,2026-03-15 00:41:00,Kharadi,Viman Nagar,Pune,Cab,Card,9.6,36.9,224.4,1.44,High,Cloudy,Incomplete,Unknown,12.2
B01058,C0234,D0068,2026-03-13 03:17:00,Kharadi,Viman Nagar,Pune,Auto,Cash,1.31,3.6,71.79,1.04,Medium,Cloudy,Completed,Unknown,6.1
B01059,C0184,D0136,2026-02-19 02:48:00,Wakad,Kharadi,Pune,Cab,UPI,2.65,4.4,127.1,1.06,Low,Clear,Completed,Unknown,3.3
B01060,C0269,D0140,2026-03-09 11:26:00,Madhapur,Gachibowli,Hyderabad,Bike,UPI,11.83,27.9,110.98,1.13,Medium,Clear,Cancelled,Driver,0.4
B01061,C0026,D0079,2026-01-12 00:15:00,Chembur,Borivali,Mumbai,Cab,Cash,3.07,5.2,132.98,1.13,Low,Clear,Completed,Unknown,3.5
B01062,C0028,D0036,2026-03-17 18:47:00,Electronic City,Whitefield,Bengaluru,Cab,Cash,21.8,70.5,395.2,1.71,High,Cloudy,Cancelled,Driver,2.8
B01063,C0146,D0137,2026-02-26 14:06:00,Kharadi,Viman Nagar,Pune,Bike,Cash,13.25,24.0,119.5,1.07,Low,Clear,Completed,Unknown,3.4
B01064,C0230,D0122,2026-01-15 20:16:00,Electronic City,Koramangala,Bengaluru,Cab,UPI,7.27,16.4,191.78,1.22,Low,Rain,Completed,Unknown,0.0
B01065,C0354,D0034,2026-02-01 02:06:00,Madhapur,Banjara Hills,Hyderabad,Auto,Cash,2.79,6.9,85.11,1.12,Medium,Clear,Completed,Unknown,4.8
B01066,C0072,D0143,2026-01-23 03:04:00,Ameerpet,Gachibowli,Hyderabad,Cab,UPI,6.91,11.4,186.74,1.01,Low,Clear,Completed,Unknown,0.0
B01067,C0050,D0032,2026-03-23 04:28:00,Madhapur,Kukatpally,Hyderabad,Cab,UPI,2.58,5.0,126.12,1.1,Low,Smog,Completed,Unknown,0.0
B01068,C0372,D0141,2026-03-12 02:33:00,Marathahalli,Electronic City,Bengaluru,Auto,Cash,2.32,6.9,80.88,1.07,Medium,Clear,Cancelled,Customer,0.6
B01069,C0230,D0005,2026-02-20 14:06:00,Hauz Khas,Pitampura,Delhi,Cab,Card,1.03,3.6,104.42,1.34,High,Clear,Cancelled,Customer,13.0
B01070,C0362,D0041,2026-02-05 22:00:00,Wakad,Kharadi,Pune,Bike,Card,7.3,26.8,83.8,1.42,High,Clear,Completed,Unknown,7.1
B01071,C0354,D0058,2026-01-23 15:55:00,Bandra,Colaba,Mumbai,Cab,Card,5.64,13.0,168.96,1.09,Low,Clear,Completed,Unknown,2.7
B01072,C0081,D0128,2026-01-03 03:52:00,Banjara Hills,Gachibowli,Hyderabad,Cab,Cash,3.96,9.9,145.44,1.02,Medium,Clear,Completed,Unknown,2.9
B01073,C0276,D0062,2026-02-04 03:05:00,Secunderabad,Gachibowli,Hyderabad,Cab,UPI,9.86,28.5,228.04,1.29,Medium,Rain,Cancelled,Driver,9.7
B01074,C0251,D0073,2026-01-05 13:44:00,Secunderabad,Ameerpet,Hyderabad,Cab,UPI,8.01,29.9,202.14,1.64,High,Rain,Completed,Unknown,3.7
B01075,C0373,D0037,2026-01-03 22:36:00,Kothrud,Baner,Pune,Bike,Card,15.63,42.0,133.78,1.05,Medium,Clear,Completed,Unknown,2.0
B01076,C0187,D0127,2026-01-24 18:58:00,Baner,Kothrud,Pune,Bike,Cash,2.2,8.2,53.2,1.72,High,Cloudy,Completed,Unknown,4.6
B01077,C0080,D0072,2026-02-11 06:11:00,Kothrud,Wakad,Pune,Cab,UPI,18.82,42.3,353.48,1.27,Medium,Rain,Completed,Unknown,8.1
B01078,C0176,D0076,2026-03-31 00:35:00,Hauz Khas,Dwarka,Delhi,Bike,Card,6.85,13.4,81.1,1.08,Low,Clear,Cancelled,Customer,5.4
B01079,C0215,D0023,2026-03-18 11:25:00,Ameerpet,Kukatpally,Hyderabad,Auto,Card,6.15,21.0,115.35,1.38,High,Clear,Completed,Unknown,7.4
B01080,C0249,D0139,2026-03-31 04:49:00,Madhapur,Kukatpally,Hyderabad,Auto,Cash,8.11,21.9,132.99,1.09,Medium,Clear,Completed,Unknown,0.0
B01081,C0044,D0105,2026-02-14 00:49:00,Secunderabad,Kukatpally,Hyderabad,Auto,UPI,2.46,4.9,82.14,1.02,Low,Clear,Cancelled,Customer,0.0
B01082,C0240,D0137,2026-02-08 08:21:00,Koramangala,Electronic City,Bengaluru,Auto,Cash,15.12,57.2,196.08,1.78,High,Clear,Cancelled,Driver,11.8
B01083,C0372,D0131,2026-03-17 22:42:00,Wakad,Kothrud,Pune,Cab,Cash,3.96,7.1,145.44,1.07,Low,Clear,Completed,Unknown,5.0
B01084,C0204,D0049,2026-03-03 16:32:00,Kukatpally,Gachibowli,Hyderabad,Bike,UPI,1.91,7.7,51.46,1.35,High,Cloudy,Completed,Unknown,8.3
B01085,C0296,D0079,2026-03-15 12:07:00,MG Road,Koramangala,Bengaluru,Cab,Wallet,2.81,6.0,129.34,1.12,Medium,Cloudy,Cancelled,Customer,0.0
B01086,C0173,D0034,2026-02-15 03:29:00,Baner,Wakad,Pune,Cab,Wallet,7.09,13.2,189.26,1.05,Low,Cloudy,Completed,Unknown,7.6
B01087,C0228,D0044,2026-02-11 09:30:00,Wakad,Kharadi,Pune,Bike,UPI,3.31,10.0,59.86,1.5,Medium,Cloudy,Completed,Unknown,4.6
B01088,C0258,D0080,2026-03-28 04:19:00,Banjara Hills,Secunderabad,Hyderabad,Auto,Card,5.08,15.9,105.72,1.43,High,Clear,Completed,Unknown,3.7
B01089,C0344,D0063,2026-03-19 13:57:00,Colaba,Malad,Mumbai,Auto,Card,13.33,40.8,179.97,1.1,Medium,Clear,Completed,Unknown,2.0
B01090,C0207,D0096,2026-02-06 23:46:00,Gachibowli,Banjara Hills,Hyderabad,Cab,Wallet,1.11,2.0,105.54,1.0,Low,Clear,Completed,Unknown,0.0
B01091,C0115,D0072,2026-03-17 06:28:00,Dwarka,Rohini,Delhi,Cab,UPI,5.57,14.1,167.98,1.12,Medium,Cloudy,Completed,Unknown,3.8
B01092,C0235,D0092,2026-03-31 03:09:00,Hinjewadi,Kharadi,Pune,Bike,Cash,5.94,18.4,75.64,1.01,Medium,Clear,Completed,Unknown,1.2
